coundist,borough,month,evictions,evictions_12mo,yoy_diff,yoy_change
40,Brooklyn,2020-02,16,312,-20,-0.5556
40,Brooklyn,2020-03,18,292,-20,-0.5263
40,Brooklyn,2020-04,0,264,-28,-1.0
40,Brooklyn,2020-05,0,232,-32,-1.0
40,Brooklyn,2020-06,0,202,-30,-1.0
40,Brooklyn,2020-07,0,173,-29,-1.0
40,Brooklyn,2020-08,0,144,-29,-1.0
40,Brooklyn,2020-09,0,124,-20,-1.0
40,Brooklyn,2020-10,0,99,-25,-1.0
40,Brooklyn,2020-11,0,82,-17,-1.0
40,Brooklyn,2020-12,0,62,-20,-1.0
40,Brooklyn,2021-01,0,34,-28,-1.0
40,Brooklyn,2021-02,0,18,-16,-1.0
40,Brooklyn,2021-03,0,0,-18,-1.0
40,Brooklyn,2021-04,2,2,2,
40,Brooklyn,2021-05,0,2,0,
40,Brooklyn,2021-06,0,2,0,
40,Brooklyn,2021-07,0,2,0,
40,Brooklyn,2021-08,0,2,0,
40,Brooklyn,2021-09,0,2,0,
40,Brooklyn,2021-10,0,2,0,
40,Brooklyn,2021-11,4,6,4,
40,Brooklyn,2021-12,0,6,0,
40,Brooklyn,2022-01,1,7,1,
40,Brooklyn,2022-02,7,14,7,
40,Brooklyn,2022-03,7,21,7,
40,Brooklyn,2022-04,9,28,7,3.5
40,Brooklyn,2022-05,13,41,13,
40,Brooklyn,2022-06,10,51,10,
40,Brooklyn,2022-07,3,54,3,
40,Brooklyn,2022-08,14,68,14,
40,Brooklyn,2022-09,18,86,18,
40,Brooklyn,2022-10,16,102,16,
40,Brooklyn,2022-11,20,118,16,4.0
40,Brooklyn,2022-12,17,135,17,
40,Brooklyn,2023-01,33,167,32,32.0
40,Brooklyn,2023-02,21,181,14,2.0
40,Brooklyn,2023-03,24,198,17,2.4286
40,Brooklyn,2023-04,15,204,6,0.6667
40,Brooklyn,2023-05,25,216,12,0.9231
40,Brooklyn,2023-06,36,242,26,2.6
40,Brooklyn,2023-07,36,275,33,11.0
40,Brooklyn,2023-08,31,292,17,1.2143
40,Brooklyn,2023-09,16,290,-2,-0.1111
40,Brooklyn,2023-10,38,312,22,1.375
40,Brooklyn,2023-11,32,324,12,0.6
40,Brooklyn,2023-12,26,333,9,0.5294
40,Brooklyn,2024-01,52,352,19,0.5758
40,Brooklyn,2024-02,43,374,22,1.0476
40,Brooklyn,2024-03,30,380,6,0.25
40,Brooklyn,2024-04,29,394,14,0.9333
40,Brooklyn,2024-05,49,418,24,0.96
40,Brooklyn,2024-06,27,409,-9,-0.25
40,Brooklyn,2024-07,32,405,-4,-0.1111
40,Brooklyn,2024-08,50,424,19,0.6129
40,Brooklyn,2024-09,31,439,15,0.9375
40,Brooklyn,2024-10,25,426,-13,-0.3421
40,Brooklyn,2024-11,21,415,-11,-0.3438
40,Brooklyn,2024-12,26,415,0,0.0
40,Brooklyn,2025-01,46,409,-6,-0.1154
40,Brooklyn,2025-02,41,407,-2,-0.0465
40,Brooklyn,2025-03,49,426,19,0.6333
40,Brooklyn,2025-04,42,439,13,0.4483
40,Brooklyn,2025-05,40,430,-9,-0.1837
40,Brooklyn,2025-06,40,443,13,0.4815
40,Brooklyn,2025-07,36,447,4,0.125
40,Brooklyn,2025-08,46,443,-4,-0.08
40,Brooklyn,2025-09,37,449,6,0.1935
40,Brooklyn,2025-10,37,461,12,0.48
40,Brooklyn,2025-11,28,468,7,0.3333
40,Brooklyn,2025-12,37,479,11,0.4231
40,Brooklyn,2026-01,33,466,-13,-0.2826
40,Brooklyn,2026-02,23,448,-18,-0.439
40,Brooklyn,2026-03,28,427,-21,-0.4286
40,Brooklyn,2026-04,12,397,-30,-0.7143
40,Brooklyn,2026-05,25,382,-15,-0.375
40,Brooklyn,2026-06,22,364,-18,-0.45
41,Brooklyn,2017-01,85,,,
41,Brooklyn,2017-02,57,,,
41,Brooklyn,2017-03,59,,,
41,Brooklyn,2017-04,52,,,
41,Brooklyn,2017-05,52,,,
41,Brooklyn,2017-06,55,,,
41,Brooklyn,2017-07,62,,,
41,Brooklyn,2017-08,69,,,
41,Brooklyn,2017-09,57,,,
41,Brooklyn,2017-10,49,,,
41,Brooklyn,2017-11,57,,,
41,Brooklyn,2017-12,46,700,,
41,Brooklyn,2018-01,64,679,-21,-0.2471
41,Brooklyn,2018-02,54,676,-3,-0.0526
41,Brooklyn,2018-03,67,684,8,0.1356
41,Brooklyn,2018-04,73,705,21,0.4038
41,Brooklyn,2018-05,50,703,-2,-0.0385
41,Brooklyn,2018-06,43,691,-12,-0.2182
41,Brooklyn,2018-07,46,675,-16,-0.2581
41,Brooklyn,2018-08,51,657,-18,-0.2609
41,Brooklyn,2018-09,50,650,-7,-0.1228
41,Brooklyn,2018-10,76,677,27,0.551
41,Brooklyn,2018-11,40,660,-17,-0.2982
41,Brooklyn,2018-12,34,648,-12,-0.2609
41,Brooklyn,2019-01,56,640,-8,-0.125
41,Brooklyn,2019-02,37,623,-17,-0.3148
41,Brooklyn,2019-03,45,601,-22,-0.3284
41,Brooklyn,2019-04,35,563,-38,-0.5205
41,Brooklyn,2019-05,52,565,2,0.04
41,Brooklyn,2019-06,43,565,0,0.0
41,Brooklyn,2019-07,55,574,9,0.1957
41,Brooklyn,2019-08,49,572,-2,-0.0392
41,Brooklyn,2019-09,58,580,8,0.16
41,Brooklyn,2019-10,58,562,-18,-0.2368
41,Brooklyn,2019-11,45,567,5,0.125
41,Brooklyn,2019-12,46,579,12,0.3529
41,Brooklyn,2020-01,50,573,-6,-0.1071
41,Brooklyn,2020-02,30,566,-7,-0.1892
41,Brooklyn,2020-03,18,539,-27,-0.6
41,Brooklyn,2020-04,0,504,-35,-1.0
41,Brooklyn,2020-05,0,452,-52,-1.0
41,Brooklyn,2020-06,0,409,-43,-1.0
41,Brooklyn,2020-07,0,354,-55,-1.0
41,Brooklyn,2020-08,0,305,-49,-1.0
41,Brooklyn,2020-09,0,247,-58,-1.0
41,Brooklyn,2020-10,0,189,-58,-1.0
41,Brooklyn,2020-11,0,144,-45,-1.0
41,Brooklyn,2020-12,1,99,-45,-0.9783
41,Brooklyn,2021-01,0,49,-50,-1.0
41,Brooklyn,2021-02,0,19,-30,-1.0
41,Brooklyn,2021-03,0,1,-18,-1.0
41,Brooklyn,2021-04,0,1,0,
41,Brooklyn,2021-05,0,1,0,
41,Brooklyn,2021-06,0,1,0,
41,Brooklyn,2021-07,3,4,3,
41,Brooklyn,2021-08,0,4,0,
41,Brooklyn,2021-09,0,4,0,
41,Brooklyn,2021-10,0,4,0,
41,Brooklyn,2021-11,0,4,0,
41,Brooklyn,2021-12,2,5,1,1.0
41,Brooklyn,2022-01,3,8,3,
41,Brooklyn,2022-02,12,20,12,
41,Brooklyn,2022-03,11,31,11,
41,Brooklyn,2022-04,14,45,14,
41,Brooklyn,2022-05,17,62,17,
41,Brooklyn,2022-06,12,74,12,
41,Brooklyn,2022-07,16,87,13,4.3333
41,Brooklyn,2022-08,9,96,9,
41,Brooklyn,2022-09,16,112,16,
41,Brooklyn,2022-10,15,127,15,
41,Brooklyn,2022-11,19,146,19,
41,Brooklyn,2022-12,12,156,10,5.0
41,Brooklyn,2023-01,39,192,36,12.0
41,Brooklyn,2023-02,28,208,16,1.3333
41,Brooklyn,2023-03,22,219,11,1.0
41,Brooklyn,2023-04,25,230,11,0.7857
41,Brooklyn,2023-05,38,251,21,1.2353
41,Brooklyn,2023-06,30,269,18,1.5
41,Brooklyn,2023-07,34,287,18,1.125
41,Brooklyn,2023-08,42,320,33,3.6667
41,Brooklyn,2023-09,30,334,14,0.875
41,Brooklyn,2023-10,41,360,26,1.7333
41,Brooklyn,2023-11,39,380,20,1.0526
41,Brooklyn,2023-12,16,384,4,0.3333
41,Brooklyn,2024-01,40,385,1,0.0256
41,Brooklyn,2024-02,30,387,2,0.0714
41,Brooklyn,2024-03,40,405,18,0.8182
41,Brooklyn,2024-04,35,415,10,0.4
41,Brooklyn,2024-05,45,422,7,0.1842
41,Brooklyn,2024-06,28,420,-2,-0.0667
41,Brooklyn,2024-07,40,426,6,0.1765
41,Brooklyn,2024-08,26,410,-16,-0.381
41,Brooklyn,2024-09,40,420,10,0.3333
41,Brooklyn,2024-10,42,421,1,0.0244
41,Brooklyn,2024-11,31,413,-8,-0.2051
41,Brooklyn,2024-12,22,419,6,0.375
41,Brooklyn,2025-01,46,425,6,0.15
41,Brooklyn,2025-02,33,428,3,0.1
41,Brooklyn,2025-03,47,435,7,0.175
41,Brooklyn,2025-04,43,443,8,0.2286
41,Brooklyn,2025-05,49,447,4,0.0889
41,Brooklyn,2025-06,40,459,12,0.4286
41,Brooklyn,2025-07,40,459,0,0.0
41,Brooklyn,2025-08,37,470,11,0.4231
41,Brooklyn,2025-09,58,488,18,0.45
41,Brooklyn,2025-10,34,480,-8,-0.1905
41,Brooklyn,2025-11,36,485,5,0.1613
41,Brooklyn,2025-12,42,505,20,0.9091
41,Brooklyn,2026-01,35,494,-11,-0.2391
41,Brooklyn,2026-02,38,499,5,0.1515
41,Brooklyn,2026-03,50,502,3,0.0638
41,Brooklyn,2026-04,30,489,-13,-0.3023
41,Brooklyn,2026-05,29,469,-20,-0.4082
41,Brooklyn,2026-06,26,455,-14,-0.35
42,Brooklyn,2017-01,72,,,
42,Brooklyn,2017-02,49,,,
42,Brooklyn,2017-03,54,,,
42,Brooklyn,2017-04,51,,,
42,Brooklyn,2017-05,54,,,
42,Brooklyn,2017-06,65,,,
42,Brooklyn,2017-07,50,,,
42,Brooklyn,2017-08,65,,,
42,Brooklyn,2017-09,50,,,
42,Brooklyn,2017-10,59,,,
42,Brooklyn,2017-11,48,,,
42,Brooklyn,2017-12,44,661,,
42,Brooklyn,2018-01,62,651,-10,-0.1389
42,Brooklyn,2018-02,67,669,18,0.3673
42,Brooklyn,2018-03,55,670,1,0.0185
42,Brooklyn,2018-04,71,690,20,0.3922
42,Brooklyn,2018-05,62,698,8,0.1481
42,Brooklyn,2018-06,62,695,-3,-0.0462
42,Brooklyn,2018-07,53,698,3,0.06
42,Brooklyn,2018-08,49,682,-16,-0.2462
42,Brooklyn,2018-09,48,680,-2,-0.04
42,Brooklyn,2018-10,64,685,5,0.0847
42,Brooklyn,2018-11,33,670,-15,-0.3125
42,Brooklyn,2018-12,38,664,-6,-0.1364
42,Brooklyn,2019-01,67,669,5,0.0806
42,Brooklyn,2019-02,48,650,-19,-0.2836
42,Brooklyn,2019-03,63,658,8,0.1455
42,Brooklyn,2019-04,39,626,-32,-0.4507
42,Brooklyn,2019-05,64,628,2,0.0323
42,Brooklyn,2019-06,58,624,-4,-0.0645
42,Brooklyn,2019-07,61,632,8,0.1509
42,Brooklyn,2019-08,51,634,2,0.0408
42,Brooklyn,2019-09,61,647,13,0.2708
42,Brooklyn,2019-10,70,653,6,0.0938
42,Brooklyn,2019-11,30,650,-3,-0.0909
42,Brooklyn,2019-12,26,638,-12,-0.3158
42,Brooklyn,2020-01,42,613,-25,-0.3731
42,Brooklyn,2020-02,40,605,-8,-0.1667
42,Brooklyn,2020-03,13,555,-50,-0.7937
42,Brooklyn,2020-04,0,516,-39,-1.0
42,Brooklyn,2020-05,0,452,-64,-1.0
42,Brooklyn,2020-06,0,394,-58,-1.0
42,Brooklyn,2020-07,0,333,-61,-1.0
42,Brooklyn,2020-08,0,282,-51,-1.0
42,Brooklyn,2020-09,0,221,-61,-1.0
42,Brooklyn,2020-10,0,151,-70,-1.0
42,Brooklyn,2020-11,0,121,-30,-1.0
42,Brooklyn,2020-12,0,95,-26,-1.0
42,Brooklyn,2021-01,0,53,-42,-1.0
42,Brooklyn,2021-02,0,13,-40,-1.0
42,Brooklyn,2021-03,0,0,-13,-1.0
42,Brooklyn,2021-04,0,0,0,
42,Brooklyn,2021-05,0,0,0,
42,Brooklyn,2021-06,0,0,0,
42,Brooklyn,2021-07,0,0,0,
42,Brooklyn,2021-08,0,0,0,
42,Brooklyn,2021-09,2,2,2,
42,Brooklyn,2021-10,0,2,0,
42,Brooklyn,2021-11,1,3,1,
42,Brooklyn,2021-12,1,4,1,
42,Brooklyn,2022-01,2,6,2,
42,Brooklyn,2022-02,6,12,6,
42,Brooklyn,2022-03,7,19,7,
42,Brooklyn,2022-04,8,27,8,
42,Brooklyn,2022-05,13,40,13,
42,Brooklyn,2022-06,8,48,8,
42,Brooklyn,2022-07,19,67,19,
42,Brooklyn,2022-08,20,87,20,
42,Brooklyn,2022-09,17,102,15,7.5
42,Brooklyn,2022-10,15,117,15,
42,Brooklyn,2022-11,21,137,20,20.0
42,Brooklyn,2022-12,7,143,6,6.0
42,Brooklyn,2023-01,32,173,30,15.0
42,Brooklyn,2023-02,24,191,18,3.0
42,Brooklyn,2023-03,32,216,25,3.5714
42,Brooklyn,2023-04,22,230,14,1.75
42,Brooklyn,2023-05,28,245,15,1.1538
42,Brooklyn,2023-06,36,273,28,3.5
42,Brooklyn,2023-07,36,290,17,0.8947
42,Brooklyn,2023-08,41,311,21,1.05
42,Brooklyn,2023-09,29,323,12,0.7059
42,Brooklyn,2023-10,33,341,18,1.2
42,Brooklyn,2023-11,42,362,21,1.0
42,Brooklyn,2023-12,29,384,22,3.1429
42,Brooklyn,2024-01,54,406,22,0.6875
42,Brooklyn,2024-02,48,430,24,1.0
42,Brooklyn,2024-03,43,441,11,0.3438
42,Brooklyn,2024-04,40,459,18,0.8182
42,Brooklyn,2024-05,48,479,20,0.7143
42,Brooklyn,2024-06,44,487,8,0.2222
42,Brooklyn,2024-07,51,502,15,0.4167
42,Brooklyn,2024-08,65,526,24,0.5854
42,Brooklyn,2024-09,40,537,11,0.3793
42,Brooklyn,2024-10,56,560,23,0.697
42,Brooklyn,2024-11,34,552,-8,-0.1905
42,Brooklyn,2024-12,37,560,8,0.2759
42,Brooklyn,2025-01,37,543,-17,-0.3148
42,Brooklyn,2025-02,57,552,9,0.1875
42,Brooklyn,2025-03,43,552,0,0.0
42,Brooklyn,2025-04,64,576,24,0.6
42,Brooklyn,2025-05,45,573,-3,-0.0625
42,Brooklyn,2025-06,43,572,-1,-0.0227
42,Brooklyn,2025-07,44,565,-7,-0.1373
42,Brooklyn,2025-08,50,550,-15,-0.2308
42,Brooklyn,2025-09,31,541,-9,-0.225
42,Brooklyn,2025-10,43,528,-13,-0.2321
42,Brooklyn,2025-11,35,529,1,0.0294
42,Brooklyn,2025-12,28,520,-9,-0.2432
42,Brooklyn,2026-01,37,520,0,0.0
42,Brooklyn,2026-02,33,496,-24,-0.4211
42,Brooklyn,2026-03,51,504,8,0.186
42,Brooklyn,2026-04,29,469,-35,-0.5469
42,Brooklyn,2026-05,36,460,-9,-0.2
42,Brooklyn,2026-06,33,450,-10,-0.2326
43,Brooklyn,2017-01,17,,,
43,Brooklyn,2017-02,16,,,
43,Brooklyn,2017-03,19,,,
43,Brooklyn,2017-04,15,,,
43,Brooklyn,2017-05,14,,,
43,Brooklyn,2017-06,24,,,
43,Brooklyn,2017-07,20,,,
43,Brooklyn,2017-08,14,,,
43,Brooklyn,2017-09,11,,,
43,Brooklyn,2017-10,14,,,
43,Brooklyn,2017-11,13,,,
43,Brooklyn,2017-12,11,188,,
43,Brooklyn,2018-01,18,189,1,0.0588
43,Brooklyn,2018-02,8,181,-8,-0.5
43,Brooklyn,2018-03,20,182,1,0.0526
43,Brooklyn,2018-04,22,189,7,0.4667
43,Brooklyn,2018-05,22,197,8,0.5714
43,Brooklyn,2018-06,14,187,-10,-0.4167
43,Brooklyn,2018-07,16,183,-4,-0.2
43,Brooklyn,2018-08,24,193,10,0.7143
43,Brooklyn,2018-09,16,198,5,0.4545
43,Brooklyn,2018-10,16,200,2,0.1429
43,Brooklyn,2018-11,10,197,-3,-0.2308
43,Brooklyn,2018-12,13,199,2,0.1818
43,Brooklyn,2019-01,22,203,4,0.2222
43,Brooklyn,2019-02,8,203,0,0.0
43,Brooklyn,2019-03,14,197,-6,-0.3
43,Brooklyn,2019-04,17,192,-5,-0.2273
43,Brooklyn,2019-05,10,180,-12,-0.5455
43,Brooklyn,2019-06,18,184,4,0.2857
43,Brooklyn,2019-07,12,180,-4,-0.25
43,Brooklyn,2019-08,15,171,-9,-0.375
43,Brooklyn,2019-09,9,164,-7,-0.4375
43,Brooklyn,2019-10,5,153,-11,-0.6875
43,Brooklyn,2019-11,8,151,-2,-0.2
43,Brooklyn,2019-12,9,147,-4,-0.3077
43,Brooklyn,2020-01,17,142,-5,-0.2273
43,Brooklyn,2020-02,15,149,7,0.875
43,Brooklyn,2020-03,6,141,-8,-0.5714
43,Brooklyn,2020-04,0,124,-17,-1.0
43,Brooklyn,2020-05,0,114,-10,-1.0
43,Brooklyn,2020-06,0,96,-18,-1.0
43,Brooklyn,2020-07,0,84,-12,-1.0
43,Brooklyn,2020-08,0,69,-15,-1.0
43,Brooklyn,2020-09,0,60,-9,-1.0
43,Brooklyn,2020-10,0,55,-5,-1.0
43,Brooklyn,2020-11,0,47,-8,-1.0
43,Brooklyn,2020-12,0,38,-9,-1.0
43,Brooklyn,2021-01,0,21,-17,-1.0
43,Brooklyn,2021-02,0,6,-15,-1.0
43,Brooklyn,2021-03,0,0,-6,-1.0
43,Brooklyn,2021-04,0,0,0,
43,Brooklyn,2021-05,0,0,0,
43,Brooklyn,2021-06,0,0,0,
43,Brooklyn,2021-07,2,2,2,
43,Brooklyn,2021-08,0,2,0,
43,Brooklyn,2021-09,0,2,0,
43,Brooklyn,2021-10,0,2,0,
43,Brooklyn,2021-11,0,2,0,
43,Brooklyn,2021-12,0,2,0,
43,Brooklyn,2022-01,2,4,2,
43,Brooklyn,2022-02,2,6,2,
43,Brooklyn,2022-03,8,14,8,
43,Brooklyn,2022-04,3,17,3,
43,Brooklyn,2022-05,6,23,6,
43,Brooklyn,2022-06,2,25,2,
43,Brooklyn,2022-07,9,32,7,3.5
43,Brooklyn,2022-08,5,37,5,
43,Brooklyn,2022-09,12,49,12,
43,Brooklyn,2022-10,10,59,10,
43,Brooklyn,2022-11,5,64,5,
43,Brooklyn,2022-12,7,71,7,
43,Brooklyn,2023-01,16,85,14,7.0
43,Brooklyn,2023-02,9,92,7,3.5
43,Brooklyn,2023-03,19,103,11,1.375
43,Brooklyn,2023-04,11,111,8,2.6667
43,Brooklyn,2023-05,9,114,3,0.5
43,Brooklyn,2023-06,15,127,13,6.5
43,Brooklyn,2023-07,9,127,0,0.0
43,Brooklyn,2023-08,11,133,6,1.2
43,Brooklyn,2023-09,14,135,2,0.1667
43,Brooklyn,2023-10,9,134,-1,-0.1
43,Brooklyn,2023-11,6,135,1,0.2
43,Brooklyn,2023-12,12,140,5,0.7143
43,Brooklyn,2024-01,14,138,-2,-0.125
43,Brooklyn,2024-02,11,140,2,0.2222
43,Brooklyn,2024-03,13,134,-6,-0.3158
43,Brooklyn,2024-04,7,130,-4,-0.3636
43,Brooklyn,2024-05,9,130,0,0.0
43,Brooklyn,2024-06,11,126,-4,-0.2667
43,Brooklyn,2024-07,13,130,4,0.4444
43,Brooklyn,2024-08,6,125,-5,-0.4545
43,Brooklyn,2024-09,10,121,-4,-0.2857
43,Brooklyn,2024-10,9,121,0,0.0
43,Brooklyn,2024-11,12,127,6,1.0
43,Brooklyn,2024-12,7,122,-5,-0.4167
43,Brooklyn,2025-01,8,116,-6,-0.4286
43,Brooklyn,2025-02,9,114,-2,-0.1818
43,Brooklyn,2025-03,23,124,10,0.7692
43,Brooklyn,2025-04,9,126,2,0.2857
43,Brooklyn,2025-05,27,144,18,2.0
43,Brooklyn,2025-06,6,139,-5,-0.4545
43,Brooklyn,2025-07,6,132,-7,-0.5385
43,Brooklyn,2025-08,17,143,11,1.8333
43,Brooklyn,2025-09,15,148,5,0.5
43,Brooklyn,2025-10,12,151,3,0.3333
43,Brooklyn,2025-11,6,145,-6,-0.5
43,Brooklyn,2025-12,4,142,-3,-0.4286
43,Brooklyn,2026-01,11,145,3,0.375
43,Brooklyn,2026-02,7,143,-2,-0.2222
43,Brooklyn,2026-03,14,134,-9,-0.3913
43,Brooklyn,2026-04,10,135,1,0.1111
43,Brooklyn,2026-05,9,117,-18,-0.6667
43,Brooklyn,2026-06,8,119,2,0.3333
44,Brooklyn,2017-01,10,,,
44,Brooklyn,2017-02,11,,,
44,Brooklyn,2017-03,12,,,
44,Brooklyn,2017-04,9,,,
44,Brooklyn,2017-05,11,,,
44,Brooklyn,2017-06,15,,,
44,Brooklyn,2017-07,10,,,
44,Brooklyn,2017-08,13,,,
44,Brooklyn,2017-09,8,,,
44,Brooklyn,2017-10,11,,,
44,Brooklyn,2017-11,9,,,
44,Brooklyn,2017-12,6,125,,
44,Brooklyn,2018-01,11,126,1,0.1
44,Brooklyn,2018-02,11,126,0,0.0
44,Brooklyn,2018-03,9,123,-3,-0.25
44,Brooklyn,2018-04,9,123,0,0.0
44,Brooklyn,2018-05,17,129,6,0.5455
44,Brooklyn,2018-06,10,124,-5,-0.3333
44,Brooklyn,2018-07,13,127,3,0.3
44,Brooklyn,2018-08,9,123,-4,-0.3077
44,Brooklyn,2018-09,19,134,11,1.375
44,Brooklyn,2018-10,6,129,-5,-0.4545
44,Brooklyn,2018-11,9,129,0,0.0
44,Brooklyn,2018-12,7,130,1,0.1667
44,Brooklyn,2019-01,12,131,1,0.0909
44,Brooklyn,2019-02,9,129,-2,-0.1818
44,Brooklyn,2019-03,14,134,5,0.5556
44,Brooklyn,2019-04,9,134,0,0.0
44,Brooklyn,2019-05,7,124,-10,-0.5882
44,Brooklyn,2019-06,14,128,4,0.4
44,Brooklyn,2019-07,8,123,-5,-0.3846
44,Brooklyn,2019-08,7,121,-2,-0.2222
44,Brooklyn,2019-09,14,116,-5,-0.2632
44,Brooklyn,2019-10,6,116,0,0.0
44,Brooklyn,2019-11,4,111,-5,-0.5556
44,Brooklyn,2019-12,8,112,1,0.1429
44,Brooklyn,2020-01,8,108,-4,-0.3333
44,Brooklyn,2020-02,8,107,-1,-0.1111
44,Brooklyn,2020-03,8,101,-6,-0.4286
44,Brooklyn,2020-04,0,92,-9,-1.0
44,Brooklyn,2020-05,0,85,-7,-1.0
44,Brooklyn,2020-06,0,71,-14,-1.0
44,Brooklyn,2020-07,0,63,-8,-1.0
44,Brooklyn,2020-08,0,56,-7,-1.0
44,Brooklyn,2020-09,0,42,-14,-1.0
44,Brooklyn,2020-10,0,36,-6,-1.0
44,Brooklyn,2020-11,0,32,-4,-1.0
44,Brooklyn,2020-12,0,24,-8,-1.0
44,Brooklyn,2021-01,0,16,-8,-1.0
44,Brooklyn,2021-02,0,8,-8,-1.0
44,Brooklyn,2021-03,0,0,-8,-1.0
44,Brooklyn,2021-04,0,0,0,
44,Brooklyn,2021-05,0,0,0,
44,Brooklyn,2021-06,0,0,0,
44,Brooklyn,2021-07,0,0,0,
44,Brooklyn,2021-08,0,0,0,
44,Brooklyn,2021-09,0,0,0,
44,Brooklyn,2021-10,1,1,1,
44,Brooklyn,2021-11,0,1,0,
44,Brooklyn,2021-12,0,1,0,
44,Brooklyn,2022-01,0,1,0,
44,Brooklyn,2022-02,1,2,1,
44,Brooklyn,2022-03,3,5,3,
44,Brooklyn,2022-04,0,5,0,
44,Brooklyn,2022-05,3,8,3,
44,Brooklyn,2022-06,4,12,4,
44,Brooklyn,2022-07,0,12,0,
44,Brooklyn,2022-08,3,15,3,
44,Brooklyn,2022-09,7,22,7,
44,Brooklyn,2022-10,3,24,2,2.0
44,Brooklyn,2022-11,9,33,9,
44,Brooklyn,2022-12,1,34,1,
44,Brooklyn,2023-01,10,44,10,
44,Brooklyn,2023-02,11,54,10,10.0
44,Brooklyn,2023-03,6,57,3,1.0
44,Brooklyn,2023-04,8,65,8,
44,Brooklyn,2023-05,16,78,13,4.3333
44,Brooklyn,2023-06,4,78,0,0.0
44,Brooklyn,2023-07,8,86,8,
44,Brooklyn,2023-08,13,96,10,3.3333
44,Brooklyn,2023-09,5,94,-2,-0.2857
44,Brooklyn,2023-10,7,98,4,1.3333
44,Brooklyn,2023-11,6,95,-3,-0.3333
44,Brooklyn,2023-12,4,98,3,3.0
44,Brooklyn,2024-01,8,96,-2,-0.2
44,Brooklyn,2024-02,7,92,-4,-0.3636
44,Brooklyn,2024-03,8,94,2,0.3333
44,Brooklyn,2024-04,4,90,-4,-0.5
44,Brooklyn,2024-05,12,86,-4,-0.25
44,Brooklyn,2024-06,5,87,1,0.25
44,Brooklyn,2024-07,4,83,-4,-0.5
44,Brooklyn,2024-08,10,80,-3,-0.2308
44,Brooklyn,2024-09,11,86,6,1.2
44,Brooklyn,2024-10,16,95,9,1.2857
44,Brooklyn,2024-11,9,98,3,0.5
44,Brooklyn,2024-12,3,97,-1,-0.25
44,Brooklyn,2025-01,7,96,-1,-0.125
44,Brooklyn,2025-02,6,95,-1,-0.1429
44,Brooklyn,2025-03,14,101,6,0.75
44,Brooklyn,2025-04,15,112,11,2.75
44,Brooklyn,2025-05,15,115,3,0.25
44,Brooklyn,2025-06,8,118,3,0.6
44,Brooklyn,2025-07,10,124,6,1.5
44,Brooklyn,2025-08,4,118,-6,-0.6
44,Brooklyn,2025-09,6,113,-5,-0.4545
44,Brooklyn,2025-10,9,106,-7,-0.4375
44,Brooklyn,2025-11,16,113,7,0.7778
44,Brooklyn,2025-12,5,115,2,0.6667
44,Brooklyn,2026-01,5,113,-2,-0.2857
44,Brooklyn,2026-02,8,115,2,0.3333
44,Brooklyn,2026-03,10,111,-4,-0.2857
44,Brooklyn,2026-04,5,101,-10,-0.6667
44,Brooklyn,2026-05,11,97,-4,-0.2667
44,Brooklyn,2026-06,4,93,-4,-0.5
45,Brooklyn,2017-01,48,,,
45,Brooklyn,2017-02,35,,,
45,Brooklyn,2017-03,40,,,
45,Brooklyn,2017-04,55,,,
45,Brooklyn,2017-05,44,,,
45,Brooklyn,2017-06,45,,,
45,Brooklyn,2017-07,28,,,
45,Brooklyn,2017-08,38,,,
45,Brooklyn,2017-09,28,,,
45,Brooklyn,2017-10,49,,,
45,Brooklyn,2017-11,60,,,
45,Brooklyn,2017-12,32,502,,
45,Brooklyn,2018-01,54,508,6,0.125
45,Brooklyn,2018-02,33,506,-2,-0.0571
45,Brooklyn,2018-03,46,512,6,0.15
45,Brooklyn,2018-04,45,502,-10,-0.1818
45,Brooklyn,2018-05,62,520,18,0.4091
45,Brooklyn,2018-06,39,514,-6,-0.1333
45,Brooklyn,2018-07,29,515,1,0.0357
45,Brooklyn,2018-08,47,524,9,0.2368
45,Brooklyn,2018-09,35,531,7,0.25
45,Brooklyn,2018-10,39,521,-10,-0.2041
45,Brooklyn,2018-11,47,508,-13,-0.2167
45,Brooklyn,2018-12,22,498,-10,-0.3125
45,Brooklyn,2019-01,39,483,-15,-0.2778
45,Brooklyn,2019-02,21,471,-12,-0.3636
45,Brooklyn,2019-03,25,450,-21,-0.4565
45,Brooklyn,2019-04,22,427,-23,-0.5111
45,Brooklyn,2019-05,34,399,-28,-0.4516
45,Brooklyn,2019-06,31,391,-8,-0.2051
45,Brooklyn,2019-07,42,404,13,0.4483
45,Brooklyn,2019-08,35,392,-12,-0.2553
45,Brooklyn,2019-09,37,394,2,0.0571
45,Brooklyn,2019-10,21,376,-18,-0.4615
45,Brooklyn,2019-11,24,353,-23,-0.4894
45,Brooklyn,2019-12,17,348,-5,-0.2273
45,Brooklyn,2020-01,37,346,-2,-0.0513
45,Brooklyn,2020-02,28,353,7,0.3333
45,Brooklyn,2020-03,23,351,-2,-0.08
45,Brooklyn,2020-04,0,329,-22,-1.0
45,Brooklyn,2020-05,0,295,-34,-1.0
45,Brooklyn,2020-06,0,264,-31,-1.0
45,Brooklyn,2020-07,0,222,-42,-1.0
45,Brooklyn,2020-08,0,187,-35,-1.0
45,Brooklyn,2020-09,0,150,-37,-1.0
